Title,Genre,Series or Movie,Director,Writer,Actors,IMDb Score,Release Date,IMDb Link,Summary,Image
Guillermo Vilas: Settling the Score,"Documentary, Biography, Sport",Movie,Matías Gueilburt,"Nicolas Gueilburt, Gianfranco Quattrini, Matías Gueilburt","Björn Borg, Boris Becker, Marian Ciulpan, Roger Federer",7.1,27 Oct 2020,https://www.imdb.com/title/tt13150564,"An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaFcgOYPEe_PITADKHGHFr49scDQ3F0eQOA4vtAmSyezz4AEFbiZgVJ-rHvrAeseuKtyRlciqNaV0LuYEiqRCF9qnRz8gdqk86zJGwlJd3u8pXmW94lTlJJ3NU0.jpg?r=a4f
Blood of Zeus,"Animation, Action, Fantasy",Series,,"Vlas Parlapanides, Charley Parlapanides","Jessica Henwick, Jason O'Mara, Derek Phillips, Claudia Christian",7.6,27 Oct 2020,https://www.imdb.com/title/tt10009170,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.",https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABToLTMh-c1BQCkrVCZ7q4qjybs--Kdjvc1GCapl75aDulvDtwZyVaNFhyXFbdL4qdlRueAxsHFyZuKtnCGBhHEauGGl513umz4CxGRNoBvHLgSdLf1agOysv9obu5xDwpHtHh50XNXBuPjCq3etiLqhgdaDpc9RgH7wLmqcaSiX3DjckcXH5iw.jpg?r=ac0
Secrets of the Saqqara Tomb,"Documentary, History",Movie,James Tovell,,"Nabil Eldaleel, Ahmed Zikrey Abdellhak, Ghareeb Ali Mohammed Abushousha, Sabry Mohyeldin Farag",7.3,28 Oct 2020,https://www.imdb.com/title/tt13150630,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find.",https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfY9hp_A8Ya_PShJSlzhgxJFR57nZSUmxLyRjC66s83Raxc9aegNMyx2QAzLi3daiNVdCVnHpNDDb0ThNPwoaZK86j95bts32L7TBzsW67snRkDdUw0U7o73inE.jpg?r=227
Kaali Khuhi,"Drama, Horror, Mystery, Thriller",Movie,Terrie Samundra,"David Walter Lech, Terrie Samundra, Rupinder Inderjit","Shabana Azmi, Sanjeeda Sheikh, Riva Arora, Satyadeep Misra",3.4,30 Oct 2020,https://www.imdb.com/title/tt10235600,"When a restless spirit curses a village that has a history of female infanticide, the towns fate lies in the hands of a 10-year-old girl.",https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbM6OkRqY9dvZJX635WGGg5RKQTj8aRIQPhCPOKJP6r8zgM6ggEKFROV14Sqya2uLcQkYw_M8taSNMpY7zOiOGJplYtJVjMH6VCSY0GYpdLXqSCxUEsHjzL1mUs.jpg?r=9b5
His House,"Drama, Horror, Thriller",Movie,Remi Weekes,"Remi Weekes, Toby Venables, Felicity Evans","Malaika Wakoli-Abigaba, Wunmi Mosaku, Matt Smith, Sope Dirisu",6.5,30 Oct 2020,https://www.imdb.com/title/tt8508734,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home.",https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdqsVm3VIDwF3V6Bzz9Ic9deSrREAhZSmHT2HRbehhGHWG3WR5e-sH7BupNvvw4H_3LF8_Blki_4EVx22SxKK-ZfMQ_TSA6B6iQ1GzrvMa5_u4KuKcUYg39RiBk.jpg?r=61f
Holidate,Reality-TV,Movie,,,"Philippe Debaty, James R. Kendall, Carey Urban, Kevin Charchenko",6.9,,https://www.imdb.com/title/tt1446549,"Fed up with being single on holidays, two strangers agree to be each others platonic plus-ones all year long, only to catch real feelings along the way.",https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdS2WN3tQ9fLz537aJX9EyqvPiUdGMnW4G9Uf-TDGCG6gPmlG_eikvufoUtMg73-HR8A2JXMJSAaGEMv-dUoGAPUBPNKQr3LF92FcC6JTfKhHMnX8YAmDYPd82FayTagOURNJYYvUBJ2DSrlUuH3iOOJXCBcJgerCE--RrLkeREl5SOdfA4EVQ.jpg?r=4d8
Gipsy Queen,"Drama, Sport",Movie,Hüseyin Tabak,Hüseyin Tabak,"Alina Serban, Catrin Striebeck, Tobias Moretti, Irina Kurbanova",6.2,06 Dec 2019,https://www.imdb.com/title/tt6593706,"Determined to feed and fight for her family, a feisty working mom catches the eye of an ex-boxer and gets her chance to enter the ring, swinging.",https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVkbHwm75h4HjQXlt3pdmGsQARunbiNCceEzoVIvmCtTdV84y0AMnqtSICS40yxngNeT9YKWY7NsrqGXjKmYW_mOGQ.jpg?r=f20
The Queens Gambit,"Biography, Drama, History",Series,Stephen Frears,Peter Morgan,"Alex Jennings, Roger Allam, James Cromwell, Helen Mirren",7.3,17 Nov 2006,https://www.imdb.com/title/tt0436697,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfO6E1iLGbhE7cG5MCJbmo_iCT4a9bQSFlLtUgJkZl4KyLfCF8EctM5mCoXs_AIHQXmnzdGnZk6Vbf0NvpJ2d-A6laJElvMW7B5JTtH9XrmuzvFlcdRiNF1kWYI.jpg?r=4e7
Move,Comedy,Series,Dietrich Brüggemann,"Dietrich Brüggemann, Anna Brüggemann","Robert Gwisdek, Alice Dwyer, Anna Brüggemann, Jacob Matschenz",6.7,04 Oct 2012,https://www.imdb.com/title/tt2208144,Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfLvW6IazBEGnBtzOY3SqZWrUSAj_7sieIpDNs60BunafEFx6AqhuWWrzzBDUjpr_-0O4hgrmFIQxj7-sZzTvCKsIA9_Zz5iHBN0MNnCWriiRoZweF-h6UeZVww.jpg?r=c00
Barbarians,Drama,Series,Ivan Ikic,Ivan Ikic,"Aleksandar Pitulic, Zeljko Markovic, Nenad Petrovic, Kagai Muriithi",5.5,04 Sep 2014,https://www.imdb.com/title/tt2190332,"Torn between the mighty empire that raised him and his own tribal people, a Roman officers conflicted allegiances lead to an epic historical clash.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfz5rqWbCWlA5-fzDlIOgJurHMIHQlpmADYVu_UNMNdPl3B9lZY1x-5CZXxS7gauEOoLfHSQAvRPrXyqeu9ur5g3yZHSz-Wr13zscDA7wtk-xpBS8wWosBMsYxE.jpg?r=834
A Suitable Boy,"Drama, Romance",Series,,,"Mahira Kakkar, Danesh Razvi, Ishaan Khattar, Tanya Maniktala",5.8,07 Dec 2020,https://www.imdb.com/title/tt10795574,Modernity confronts tradition in post-Partition India as a young student resists an arranged marriage and a politician’s son has a transgressive affair.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRLnOYcwNBUpYGtKEITnExuqciSYrwmBC3fLXB4_FMztq_r69nI8hDcneXwBfM5bIOQE9vBCTzxgVaNXQZIp099nxoQNlXsh4L1TXnDFgHO7FsHNHnTG6UmJ0kc.jpg?r=14b
Over the Moon,Comedy,Movie,"William K. Howard, Thornton Freeland","Alec Coppel, Lajos Biró, Robert E. Sherwood, Arthur Wimperis, Anthony Pelissier","Rex Harrison, Robert Douglas, Ursula Jeans, Merle Oberon",5.6,29 Mar 1940,https://www.imdb.com/title/tt0029365,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY66fDJKkHCpkpvbtKUT0nBbMgHbjy9RImNeKwwENIUF3QYxsldZu_0UzLvC0JOYEh5O25uLumFPNb0xALpxndrMyj-ape0H7lVtmmcieEbWyFwcMWNWTlcDJdg.jpg?r=8e8
VIP,"Drama, Mystery, Romance",Series,,,"Chung-Ah Lee, Sun-Young Kwak, Sang-yoon Lee, Na-ra Jang",7.7,28 Oct 2019,https://www.imdb.com/title/tt11018750,The staff in charge of catering to the desires of a department stores top clientele try to keep their not-so-luxurious personal lives afloat.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbYg--GcY_wHsFWLo7bWRlxkyFlOKPKxRPdiQgbFBzzewsZWNXfnRwIG2Q1Y7jjMb62sAF4ZmlNqnTtco3pehhD8Fg.jpg?r=c93
Doctor John,"Drama, Mystery, Romance",Series,,,"Se-yeong Lee, Seong Ji, Hwang Hee, Min-a Jeong",8.2,19 Jul 2019,https://www.imdb.com/title/tt10544464,"Unable to feel pain within his own body but skilled at diagnosing others, a pain management doctor stands up for his philosophy on life and death.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfYzLsD-1GXLEGooYF_R-fjbkUhItZv3x-k4t_hjEogciRYZeaFXDQTZAIf7vqVPF8y2v2kK9qonInBId3zplk1J1Q.jpg?r=242
Cadaver,Horror,Movie,Dulyasit Niyomgul,"Amnat Taengsombun, Dulyasit Niyomgul, Sakchai Deenan, Rapeepimol Chaiyasena","Natthamonkarn Srinikornchot, Nirut Sirichanya, Komgrich Yuttiyong",5.1,24 Aug 2006,https://www.imdb.com/title/tt0944236,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers theyll pay much more than the price of admission.",https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW49eUyZN_PnLvPpzLwWe0702q-PfO5S2edTOXckHd0CgI8ZUX1hllQ09Rr_Cslfg0AUSwykyLvKF3SQp0Ar5kg0rwKawnRemSwKA5Qt10PVau5J9d8QXi_Z_Pc.jpg?r=ed9
Im losing it,"Action, Adventure, Fantasy, Sci-Fi",Movie,George Lucas,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",6.5,19 May 1999,https://www.imdb.com/title/tt0120915,"When her boundless love for food spoils her relationship, a young woman embarks on a fitness journey in an effort to win her boyfriend back.",https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABULHslPteBiPUdF6YCN6pMPfyOw55eqn_PTQmcKCba_f9ErlQ1Y2d6YpuwVEacCXowWOAKoNth4XBFRPFywICfRwwA.jpg?r=473
45 Days,"Drama, Romance",Movie,Makesha Williamson,Makesha Williamson,"Jayvee Moritz, Makesha Williamson, Larry Jerome Thomas, Imani Vaughn-Jones",,16 Nov 2018,https://www.imdb.com/title/tt8696294,"Admitted to a psychiatric hospital after being accused of murdering his parents, a young man makes a vow of silence weeks away from his trial.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaz3qOSvbUigw2D_tk015TF_jtY0X1va6TQLcSSTosVpSTAvmJA71_-FCvT90y2p-c63xlAsxrlyJGxr3gp81-K0kA.jpg?r=443
Sleepless Nights,"Drama, Romance",Movie,Hani Khalifa,Tamer Habib,"Hanan Turk, Fathi Abdulwahhab, Sherif Mounir, Mona Zaki",7.0,16 Jul 2003,https://www.imdb.com/title/tt0328349,"In contemporary Cairo, four couples get caught in a web of temptation, desire and deceit, testing their relationships.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWnpRJxo2JbQY9McLg3p2ptm4Qspzmzn94O03QIVxvWl_BbaDIxj3VylGCC5sU_gdoHbL4AdOkObvRH5TwH09jWKAg.jpg?r=a73
Black February,,Movie,,,,,11 Feb 2018,https://www.imdb.com/title/tt8002978,"Feeling intellectually frustrated, a pair of high-achieving brothers suffers a tragic accident that forces them to consider new means of escape.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZWlctP5HokvR5ksNlK7pkdE3ETDccNxmuUA0hx288mYU7sDqrObYAtQfK0VmsP3NJqOJ3rVR4_YkclzAGC0Mb_TZA.jpg?r=38a
Someday or One Day,"Drama, Romance, Sci-Fi",Series,,,"Po-Yu Shih, Greg Han Hsu, Han Chang, Chia-Yen Ko",8.6,17 Nov 2019,https://www.imdb.com/title/tt11262762,"While grieving the loss of her boyfriend, a young woman wakes up in the body of a 17-year-old and finds herself in a love triangle — and in the past.",https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUD8pQpMlNsbjDDPp-NmiMNXg1IQm7YyRlS6GpAukFfamhqr6JPFW_1OOAWGBfkBCgE8Qm3gYdZFRo6EOAPUy7jvQ.jpg?r=28f
Little Kingdom,Drama,Movie,Peter Magat,"Ewen Glass, Michaela Sabo, Lucia Ditte","Brian Caspe, Mark Fleischmann, Alicia Agneson, David Hartl",6.5,21 Nov 2019,https://www.imdb.com/title/tt9477066,"A lovesick soldier deserts his unit during World War II in hopes of reuniting with his wife, only to discover new obstacles to their happiness.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaZXg_S8A7_3bJTsG9db7gELTD2aPBkhgqWSoNMIG2-_EBQNwskVfqOS4fy2ktUvNuDX5aHzNzs8cBBhR27eQLm6AA.jpg?r=861
Bear with Us,Comedy,Movie,William J. Stribling,"Russ Nickel, William J. Stribling","Cheyenne Jackson, Christy Carlson Romano, Lea DeLaria, Alex McKenna",7.3,15 Aug 2017,https://www.imdb.com/title/tt3778354,"When nostalgia makes her rethink the sale of her family cottage, a woman cajoles her husband and loved ones into one last getaway.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXS_M7ZnTPsBtnRnaqeiQei6Zz6c5mOop0jW3ggyFoJVQUfd9dynm5EFGgXFQkYZzZ4obOQK7n_rd46ah2ASqrKQLA.jpg?r=56f
Rebecca,"Drama, Mystery, Romance, Thriller",Movie,Alfred Hitchcock,"Philip MacDonald, Joan Harrison, Robert E. Sherwood, Daphne Du Maurier, Michael Hogan","George Sanders, Judith Anderson, Joan Fontaine, Laurence Olivier",8.1,12 Apr 1940,https://www.imdb.com/title/tt0032976,"A young newlywed moves to her husbands imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQLCfPixMS_386AA3txJKNy7Cxz8cNriAFX1KlZOdaXmL4cwR9MLgHufVceTw_6yibLqta86O07R9neY0LGZiMmMo6NvghIKla0oO2bMNQXEB9Lo-cJip4iGP4M.jpg?r=d61
The Hows of Us,"Drama, Romance",Movie,Cathy Garcia-Molina,"Crystal S. San Miguel, Gilliann Ebreo, Carmi Raymundo, Cathy Garcia-Molina","Jean Garcia, Kathryn Bernardo, Darren Espanto, Daniel Padilla",7.3,07 Sep 2018,https://www.imdb.com/title/tt8769032,"A young couples house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfntD4wDISw6DeudXG6MnMExKpqT3nkLhejxq7zY6RdOaiTCLsrEWNg0Q9bOMLSItcq5bzRxqRezjHx5nGt6L-fnjA.jpg?r=201
Exes Baggage,"Drama, Romance",Movie,Dan Villegas,Dwein Baltazar,"Carlo Aquino, Angelica Panganiban, Dionne Monsanto, Joem Bascon",6.7,05 Oct 2018,https://www.imdb.com/title/tt8835552,"After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZypp_TllSAEkBHsxsi4JnoKdq5EovSL-rNJBnoXBtv8wJVqawPR3n_i1WPS65lrEoMcWKB7cxhGBYvttUxuv252Aw.jpg?r=4ed
Bending the Arc,Documentary,Movie,"Kief Davidson, Pedro Kos",Cori Shepherd Stern,"Paul Farmer, Jaime Bayona, Ophelia Dahl, Jim Yong Kim",7.7,06 Oct 2017,https://www.imdb.com/title/tt6370266,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSxhaci83lldmBECq-TmBWTH3kyN5OvCx2s0JJyJ5ez3z7NHhV-kiuLBxwAp1ED3v_3Xah0cQyd8ALDIThge7JBwPw.jpg?r=fc2
Taras Bulba,"Adventure, Drama, History, Romance, War",Movie,J. Lee Thompson,"Waldo Salt, Karl Tunberg, Nikolay Gogol","Sam Wanamaker, Christine Kaufmann, Yul Brynner, Tony Curtis",6.4,19 Dec 1962,https://www.imdb.com/title/tt0056556,Nikolai Gogols 19th-century fictional novella becomes the inspiration for this epic drama about Cossack leader Taras Bulba and his sons in Ukraine.,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTbYfBFNRUGpiq1p8sySDL2r6SVDNP6s_ePwAhXUG7UjjzE5W_4PS49DK4pCo07XQ0F8kEHT4NJpvrIRrUWzLlnMXw.jpg?r=b04
The Envelope,"Horror, Thriller",Movie,Vladimir Markov,"Konstantin Buslov, Ilya Kulikov","Igor Lizengevich, Yuliya Peresild, Olga Medynich, Igor Khripunov",5.5,30 Nov 2017,https://www.imdb.com/title/tt6265536,A simple errand becomes a surreal nightmare for a driver tasked with delivering a mysterious envelope to the correct address.,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSXbAxgtbLzbrcdF-k-muCYENYtHmnjkbFYEX7tMiRS0b4AkvtfBPn927Uq9de0C8Vl3jdJQsy43VQXtACKnatS2iQ.jpg?r=3aa
The Magic School Bus Rides Again The Frizz Connection,"Animation, Short, Adventure, Comedy, Family, Musical",Movie,,,"Matthew Mucci, Mikaela Blake, Roman Lutterotti, Kate McKinnon",5.0,20 Oct 2020,https://www.imdb.com/title/tt13150612,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABenExVZciVf8Gp2uUUfEnOjWc-rotkWIPPpbQ-tzHmotmSaSzXlZ3cgSgov7LKxOjF2Euh_kQfT6VqvYB1JMxH7L6wR_XsPqYrWZR29dvBQ24nBsFSE9mDerp-Y.jpg?r=fd2
Disappearance at Clifton Hill,"Drama, Mystery, Thriller",Movie,Albert Shin,"Albert Shin, James Schultz","Janet Porter, Addison Tymec, Mikayla Radan, Tim Beresford",5.5,28 Feb 2020,https://www.imdb.com/title/tt5919756,"Tormented by a disturbing childhood memory, a young woman returns to her hometown of Niagara Falls and uncovers the grim details of a boyâ€™s abduction.",https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRd_HuzfB2jVNGgfmTNrIF_LKLWjSm4GtHNGZlt2a_fCm0XV7Xd_YKXGjlOidrp99zzdNLtwLDsUwgUfALZSmlKKmA.jpg?r=2d9
We Are All For The Fatherland,Documentary,Movie,Maroun Bagdadi,,,4.9,,https://www.imdb.com/title/tt0170799,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYZFNnF-waeoHSfP5lQ4XnQwhBPVMq_XPPnASkOl4pdG1kSzr1LCLHIT6zl0RKwNzd3SSUpoSo7pry2SuKStiWD_Ug.jpg?r=e0d
Out of Life,"Crime, Drama, War",Movie,Maroun Bagdadi,"Maroun Bagdadi, Elias Khoury, Didier Decoin","Hussein Sbeity, Habib Hammoud, Hippolyte Girardot, Rafik Ali Ahmad",6.8,15 May 1991,https://www.imdb.com/title/tt0102058,"Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABelgngEK7EAjxapWaLyy5IMxptErTmozHMafRou-7etkr84YJGmiUW7uyKRDedBXMfhe6R8yFdx5W_A9s6tuf8Q8XA.jpg?r=5f3
Panoptic,Documentary,Movie,Rana Eid,,,6.3,06 Aug 2017,https://www.imdb.com/title/tt7138456,This documentary dissects Lebanons present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nations past.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABemMXRvYI_WP3g76m5n0gJ9tQ9uAOTWBdkz7QV6DVujLda04DX4EfbIGbacIiQuz9EByvnHQDMGHvdsHqloTe89Qgg.jpg?r=dbd
Taxi Ballad,Drama,Movie,Daniel Joseph,Daniel Joseph,"Badi Abu-Shaqra, Sahar Assaf, Hiam Abou Chedid, Habib Alberto",6.0,08 Mar 2012,https://www.imdb.com/title/tt1754578,A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb2a3EsKKA0nc67wj99_NEpu-WC_GIngAfG8WLq_-Z90v94FvSgWj_ArWXebgTYPjh8GH25WYPyWvOZqDugRp2f0ow.jpg?r=c1c
The Kite,Drama,Movie,Randa Chahal Sabag,Randa Chahal Sabag,"Randa Asmar, Maher Bsaibes, Renée Dick, Flavia Bechara",6.5,18 Feb 2004,https://www.imdb.com/title/tt0377610,"In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQLtSt4UN1jqVJiUB-mxAiKJrinQNz-1cE4v9CO_oJp1i4jMeprm82JOnNt2NbWt1bnJY2zwM8UcDYeP0S5pvkvTyg.jpg?r=059
What Did I Mess,"Comedy, Romance",Movie,Shady Hanna,"Shady Hanna, Abboudy Mallah","Junaid Zeineldine, Rola Beksmati, Abboudy Mallah, Tony Benn",7.2,22 Nov 2018,https://www.imdb.com/title/tt9163340,"In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor â€” only for the party to turn into a hellish occasion.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfYpz3gYm9kstawFmq7ya4a1huYk92Hm17AR5DhDqLS2nATCF5ig6bNrncSfgvdkuwCL_cTcCJchG1td88CSBzgGfw.jpg?r=ff3
West Beirut,"Comedy, Drama, Romance, War",Movie,Ziad Doueiri,Ziad Doueiri,"Naamar Sahli, Mohamad Chamas, Rola Al Amin, Rami Doueiri",7.7,30 Oct 1998,https://www.imdb.com/title/tt0157183,"Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQYJQ_Vy4OTn1knH7VbAurzznI_EgWeQLodKj06IpzzqUKi_gCQsmwxAXsoUQNqoJvlUpzYKmk9pS1vZSqnGd2poJQ.jpg?r=359
Whispers,"Drama, Horror, Thriller",Movie,Tammi Sutton,Tammi Sutton,"Barbara Nedeljakova, Keeley Hazell, Craig Rees, Diane Ayala Goldner",4.3,21 Mar 2017,https://www.imdb.com/title/tt1986202,"With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQw3mMhO3JhwqhRrlpjnTiBZfQRJ7Y-BDZh7Z6MtECIffd4IjBZzgEdEdqO9-J7vCG-vy_b_pdJIz_V9FSU-fFPOkg.jpg?r=350
Zozo,"Drama, Family, War",Movie,Josef Fares,Josef Fares,"Carmen Lebbos, Imad Creidi, Antoinette Turk, Elias Gergi",6.6,02 Sep 2005,https://www.imdb.com/title/tt0448267,"When Lebanons Civil War deprives Zozo of his family, hes left with grief and little means as he escapes to Sweden in search of his grandparents.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS25ZaX8LSJZAc01oaqniHp1SVzICZjIPHAp0evZrlHdBn8JnVgTPOUOO3nddNu_Z8J8oqMkJGqJAiX1_ErIefnejg.jpg?r=1cf
Listen,"Mystery, Thriller",Movie,Gavin Wilding,"Jonas Quastel, Micheal Bafaro","Brooke Langton, Andy Romano, Gordon Currie, Sarah Buxton",4.8,27 Sep 1996,https://www.imdb.com/title/tt0116890,"A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaaJTQfa7PrR-AO8Zde8q1nFEQIEquLwBDkb6C6vo9WqWbOfaGw_JSqPxq3LVTt2oFyNHC2EW7HmXdSbbLtBWXouTg.jpg?r=16d
Heritages,"Biography, Drama",Movie,Philippe Aractingi,"Philippe Aractingi, Diane Aractingi",,6.5,27 Mar 2014,https://www.imdb.com/title/tt3461524,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nations history.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYppNzSUXaZzVot8FL5B_9kQr4DjTvz3AJ865cbrvR4k7Nlt21ZRiDZtn-oHjNpReKKX1HrUHImk5BI8GsG39e12Ng.jpg?r=af3
Ghadi,"Comedy, Drama, Family",Movie,Amin Dora,Georges Khabbaz,"Georges Khabbaz, Emmanuel Khairallah, Lara Rain, Camille Salameh",7.4,31 Oct 2013,https://www.imdb.com/title/tt2552296,"When the father of a boy with Down syndrome resists his neighbors efforts to have the child institutionalized, miraculous events begin to occur.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWehZ25sBZrmai5ms1V9xt-cMXzhCJRaFkBUyueIGZLC7z6irERm7IaVwY67oo2YLV9i_RxxU8VgIcJ2o63clOb6IA.jpg?r=445
